Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
116735,32,11,4,M,Married,567.0899565,01-02-1981,01-02-1983
168689,22,4,4,F,Married,311.3831572,31-01-1981,31-01-1983
177673,69,49,4,F,Single,229.7905566,30-01-1981,30-01-1983
176281,39,20,4,F,Single,474.0969887,29-01-1981,29-01-1983
107899,30,10,4,F,Single,412.3114852,28-01-1981,28-01-1983
105222,40,20,4,F,Married,199.1938556,27-01-1981,27-01-1983
144829,62,41,4,M,Married,321.0193108,26-01-1981,26-01-1983
163232,61,41,4,M,Married,229.0131944,25-01-1981,25-01-1983
134355,16,0,4,M,Married,210.492293,24-01-1981,24-01-1983
194448,60,43,4,F,Married,164.2509223,23-01-1981,23-01-1983
188513,67,49,4,M,Married,274.5961193,22-01-1981,22-01-1983
182783,66,45,4,F,Single,152.4554771,21-01-1981,21-01-1983
114735,19,1,4,F,Married,336.0323478,20-01-1981,20-01-1983
182409,32,13,4,M,Married,367.5626878,19-01-1981,19-01-1983
128035,38,19,4,M,Single,477.2124292,18-01-1981,18-01-1983
116177,17,0,4,F,Married,299.5350945,17-01-1981,17-01-1983
139361,33,12,4,M,Single,397.9327008,16-01-1981,16-01-1983
134326,43,22,4,M,Single,631.3015297,15-01-1981,15-01-1983
177244,21,3,4,F,Single,532.2788507,14-01-1981,14-01-1983
169983,69,50,4,F,Single,86.98662692,13-01-1981,13-01-1983
107057,60,42,4,F,Single,151.9905867,12-01-1981,12-01-1983
175957,69,52,4,F,Single,365.2719284,11-01-1981,11-01-1983
114563,63,44,4,M,Single,110.3872037,10-01-1981,10-01-1983
173976,19,0,4,F,Single,324.4128197,09-01-1981,09-01-1983
174797,47,26,4,M,Single,189.7427782,08-01-1981,08-01-1983
175687,40,20,4,M,Married,337.1846081,07-01-1981,07-01-1983
176967,21,4,4,F,Single,274.8065412,06-01-1981,06-01-1983
140488,37,19,4,M,Single,406.0777897,05-01-1981,05-01-1983
113593,50,33,4,M,Single,506.5247959,04-01-1981,04-01-1983
136056,33,13,4,M,Single,801.5256903,03-01-1981,03-01-1983
109960,67,50,4,M,Single,259.8633131,02-01-1981,02-01-1983
171960,63,43,4,M,Married,75.74933284,01-01-1981,01-01-1983
121473,28,11,4,F,Married,434.7078232,31-12-1980,31-12-1982
138263,61,40,4,M,Married,39.41953671,30-12-1980,30-12-1982
142665,22,3,4,F,Single,344.1224663,29-12-1980,29-12-1982
150595,47,29,4,M,Married,401.0545251,28-12-1980,28-12-1982
129940,22,5,4,F,Single,404.6017735,27-12-1980,27-12-1982
196620,69,49,4,F,Single,53.80049352,26-12-1980,26-12-1982
161487,41,24,4,F,Married,298.5527536,25-12-1980,25-12-1982
185021,70,52,4,F,Married,295.6484789,24-12-1980,24-12-1982
174727,37,18,4,M,Married,500.9940391,23-12-1980,23-12-1982
165507,23,6,4,M,Single,682.0951784,22-12-1980,22-12-1982
137426,26,5,4,M,Single,624.4043917,21-12-1980,21-12-1982
157345,65,47,4,F,Married,90.23492874,20-12-1980,20-12-1982
132732,20,3,4,M,Married,194.8801724,19-12-1980,19-12-1982
116736,40,19,4,F,Married,346.5575078,18-12-1980,18-12-1982
112510,18,0,4,F,Single,533.701051,17-12-1980,17-12-1982
199077,40,20,4,M,Married,230.8480023,16-12-1980,16-12-1982
191513,41,22,4,F,Married,279.8487014,15-12-1980,15-12-1982
140774,56,39,4,M,Single,268.177543,14-12-1980,14-12-1982
140849,26,9,4,M,Married,462.8754754,13-12-1980,13-12-1982
133072,69,52,4,M,Married,38.7881759,12-12-1980,12-12-1982
169561,18,0,4,F,Married,158.9961809,11-12-1980,11-12-1982
189896,17,0,4,M,Married,211.4928315,10-12-1980,10-12-1982
151470,22,5,4,F,Married,331.6047282,09-12-1980,09-12-1982
172594,30,13,4,F,Single,777.1630942,08-12-1980,08-12-1982
195444,57,36,4,F,Single,421.3057238,07-12-1980,07-12-1982
199595,64,47,4,F,Married,361.4699987,06-12-1980,06-12-1982
125207,65,48,4,M,Single,218.2755328,05-12-1980,05-12-1982
154316,62,43,4,F,Single,43.7908123,04-12-1980,04-12-1982
151038,33,14,4,F,Married,373.8715169,03-12-1980,03-12-1982
119213,19,2,4,M,Single,900.421872,02-12-1980,02-12-1982
166839,21,4,4,M,Married,389.0623132,01-12-1980,01-12-1982
136795,16,0,4,F,Married,211.2528407,30-11-1980,30-11-1982
106028,69,49,4,F,Married,225.8124156,29-11-1980,29-11-1982
147114,56,38,4,M,Single,445.7017775,28-11-1980,28-11-1982
167839,50,32,4,M,Married,403.4675137,27-11-1980,27-11-1982
173239,64,47,4,F,Married,204.1908375,26-11-1980,26-11-1982
149742,65,48,4,F,Married,90.11203101,25-11-1980,25-11-1982
150326,63,45,4,M,Married,180.3697143,24-11-1980,24-11-1982
169063,63,46,4,F,Single,501.3705536,23-11-1980,23-11-1982
126213,68,50,4,M,Married,262.0895176,22-11-1980,22-11-1982
190111,18,0,4,M,Single,1301.428122,21-11-1980,21-11-1982
168387,67,47,4,M,Single,417.8562987,20-11-1980,20-11-1982
143057,52,35,4,M,Married,369.3236174,19-11-1980,19-11-1982
147136,53,36,4,F,Single,408.5192601,18-11-1980,18-11-1982
128296,18,0,4,F,Single,188.2252113,17-11-1980,17-11-1982
189638,45,28,4,F,Single,742.4942154,16-11-1980,16-11-1982
196186,28,8,4,F,Single,316.7052401,15-11-1980,15-11-1982
169967,40,21,4,M,Single,855.9220408,14-11-1980,14-11-1982
107428,63,46,4,M,Single,130.2295943,13-11-1980,13-11-1982
187273,17,0,4,F,Single,246.2737827,12-11-1980,12-11-1982
138261,18,0,4,F,Married,276.7711105,11-11-1980,11-11-1982
101053,65,47,4,F,Married,121.5888263,10-11-1980,10-11-1982
109757,22,3,4,F,Married,177.6937993,09-11-1980,09-11-1982
143493,57,39,4,F,Married,274.6941979,08-11-1980,08-11-1982
104884,24,5,4,M,Single,636.6335813,07-11-1980,07-11-1982
112374,16,0,4,M,Married,905.766452,06-11-1980,06-11-1982
168651,24,7,4,M,Single,978.218947,05-11-1980,05-11-1982
109143,54,34,4,F,Married,418.9882422,04-11-1980,04-11-1982
185725,24,6,4,F,Single,441.3935364,03-11-1980,03-11-1982
163894,37,16,4,F,Single,450.0801777,02-11-1980,02-11-1982
111812,22,4,4,F,Single,483.225785,01-11-1980,01-11-1982
173362,23,4,4,F,Single,293.4971294,31-10-1980,31-10-1982
128869,55,37,4,F,Married,261.6604347,30-10-1980,30-10-1982
132714,45,24,4,M,Single,663.9290693,29-10-1980,29-10-1982
174755,64,46,4,F,Married,324.9433376,28-10-1980,28-10-1982
155424,24,7,4,M,Single,900.3112144,27-10-1980,27-10-1982
125885,68,51,4,F,Married,97.82043236,26-10-1980,26-10-1982
153634,51,30,4,F,Single,338.5637579,25-10-1980,25-10-1982
103547,17,0,4,F,Married,261.9462079,24-10-1980,24-10-1982
150352,33,12,4,M,Married,570.5972744,23-10-1980,23-10-1982
118053,63,43,4,M,Married,95.74811004,22-10-1980,22-10-1982
187388,58,39,4,F,Married,228.2181154,21-10-1980,21-10-1982
162438,59,42,4,M,Single,472.1804482,20-10-1980,20-10-1982
107183,70,49,4,M,Married,188.3055871,19-10-1980,19-10-1982
179066,51,34,4,F,Single,554.8745914,18-10-1980,18-10-1982
135877,18,0,4,M,Single,727.6521363,17-10-1980,17-10-1982
139891,43,26,4,M,Single,580.0371126,16-10-1980,16-10-1982
129528,22,4,4,F,Married,388.3373806,15-10-1980,15-10-1982
179221,21,3,4,M,Single,742.9845214,14-10-1980,14-10-1982
178418,43,25,4,F,Single,494.2415521,13-10-1980,13-10-1982
194260,24,7,4,M,Single,533.3063473,12-10-1980,12-10-1982
105495,44,24,4,M,Married,464.5986547,11-10-1980,11-10-1982
185325,21,4,4,M,Single,890.2712621,10-10-1980,10-10-1982
137315,52,35,4,F,Single,779.6095191,09-10-1980,09-10-1982
136877,19,2,4,M,Married,271.8448659,08-10-1980,08-10-1982
178706,65,44,4,M,Married,103.759105,07-10-1980,07-10-1982
172038,35,14,4,F,Married,181.6477538,06-10-1980,06-10-1982
149720,20,1,4,M,Single,857.3325509,05-10-1980,05-10-1982
147197,24,7,4,F,Married,147.8908582,04-10-1980,04-10-1982
194182,19,2,4,M,Married,478.6726502,03-10-1980,03-10-1982
125208,22,3,4,F,Married,412.5535681,02-10-1980,02-10-1982
142238,60,39,4,M,Single,43.74282845,01-10-1980,01-10-1982
142555,64,45,4,M,Single,43.04892652,30-09-1980,30-09-1982
131763,16,0,4,F,Married,238.747151,29-09-1980,29-09-1982
131996,44,24,4,M,Single,482.6284386,28-09-1980,28-09-1982
116919,69,49,4,F,Married,107.7943184,27-09-1980,27-09-1982
188827,48,28,4,F,Single,207.7646245,26-09-1980,26-09-1982
122915,66,45,4,F,Single,280.6237231,25-09-1980,25-09-1982
131422,49,32,4,M,Married,179.1359401,24-09-1980,24-09-1982
173396,60,43,4,F,Single,229.8413217,23-09-1980,23-09-1982
194621,69,48,4,F,Single,50.86308542,22-09-1980,22-09-1982
168964,47,30,4,M,Married,336.704949,21-09-1980,21-09-1982
155719,70,51,4,M,Married,331.7728568,20-09-1980,20-09-1982
111304,59,38,4,F,Single,192.4641554,19-09-1980,19-09-1982
183580,24,5,4,F,Married,426.9693417,18-09-1980,18-09-1982
163581,69,51,4,M,Single,165.7078246,17-09-1980,17-09-1982
101204,22,5,4,F,Single,217.2248811,16-09-1980,16-09-1982
180741,36,15,4,F,Single,420.8842146,15-09-1980,15-09-1982
187776,29,10,4,M,Married,380.4149657,14-09-1980,14-09-1982
165117,33,12,4,M,Married,367.5004938,13-09-1980,13-09-1982
113216,70,52,4,F,Married,218.1447717,12-09-1980,12-09-1982
172527,31,11,4,M,Married,404.8704685,11-09-1980,11-09-1982
128995,16,0,4,F,Married,132.2946781,10-09-1980,10-09-1982
155146,68,51,4,M,Single,247.5534711,09-09-1980,09-09-1982
106317,20,2,4,F,Married,216.8379707,08-09-1980,08-09-1982
177150,23,6,4,F,Single,523.2093617,07-09-1980,07-09-1982
163886,28,9,4,F,Married,205.3600391,06-09-1980,06-09-1982
177908,67,49,4,F,Single,40.59822642,05-09-1980,05-09-1982
116665,57,40,4,F,Single,427.6201278,04-09-1980,04-09-1982
165555,63,46,4,M,Married,132.6763307,03-09-1980,03-09-1982
103128,44,27,4,M,Married,357.4247898,02-09-1980,02-09-1982
113219,65,45,4,F,Married,267.3935689,01-09-1980,01-09-1982
131281,28,7,4,F,Married,235.4002033,31-08-1980,31-08-1982
127347,18,1,4,M,Single,656.5910916,30-08-1980,30-08-1982
155295,32,15,4,F,Married,487.361598,29-08-1980,29-08-1982
103267,59,42,4,M,Single,451.5560957,28-08-1980,28-08-1982
181234,41,24,4,M,Married,243.2859125,27-08-1980,27-08-1982
198246,45,26,4,M,Single,700.7749063,26-08-1980,26-08-1982
157722,59,38,4,F,Single,637.1596088,25-08-1980,25-08-1982
140237,68,47,4,M,Married,454.0613287,24-08-1980,24-08-1982
193040,60,43,4,M,Single,323.0459727,23-08-1980,23-08-1982
107733,37,20,4,F,Married,563.0655171,22-08-1980,22-08-1982
133804,70,53,4,F,Married,178.943418,21-08-1980,21-08-1982
120642,68,47,4,F,Single,178.4785918,20-08-1980,20-08-1982
194881,17,0,4,F,Married,165.3738542,19-08-1980,19-08-1982
164810,17,0,4,F,Single,404.2290392,18-08-1980,18-08-1982
181545,24,7,4,M,Married,447.220707,17-08-1980,17-08-1982
129116,27,6,4,M,Single,470.0810446,16-08-1980,16-08-1982
141209,26,9,4,F,Single,267.2991108,15-08-1980,15-08-1982
145801,25,6,4,F,Married,332.5473656,14-08-1980,14-08-1982
123408,38,18,4,F,Single,393.7192587,13-08-1980,13-08-1982
159872,25,8,4,M,Married,310.3989646,12-08-1980,12-08-1982
110668,20,1,4,F,Single,763.2407384,11-08-1980,11-08-1982
107394,64,45,4,F,Married,18.10363382,10-08-1980,10-08-1982
194506,21,3,4,M,Married,281.7888965,09-08-1980,09-08-1982
198520,25,6,4,M,Married,448.9265704,08-08-1980,08-08-1982
138131,70,49,4,M,Married,204.6221308,07-08-1980,07-08-1982
190427,46,25,4,F,Single,178.8078918,06-08-1980,06-08-1982
156633,67,48,4,F,Married,66.53102098,05-08-1980,05-08-1982
131293,58,41,4,F,Single,307.8314635,04-08-1980,04-08-1982
184497,16,0,4,F,Married,377.0209798,03-08-1980,03-08-1982
132963,65,45,4,M,Single,719.882821,02-08-1980,02-08-1982
182805,46,26,4,M,Single,505.1093518,01-08-1980,01-08-1982
120347,62,44,4,F,Married,206.7535913,31-07-1980,31-07-1982
153925,17,0,4,F,Single,637.2844851,30-07-1980,30-07-1982
192288,25,6,4,F,Married,436.2493995,29-07-1980,29-07-1982
188178,19,2,4,F,Single,436.4979325,28-07-1980,28-07-1982
170337,51,31,4,F,Single,540.2230723,27-07-1980,27-07-1982
174204,67,46,4,F,Single,166.635409,26-07-1980,26-07-1982
149785,38,21,4,M,Married,379.0386202,25-07-1980,25-07-1982
113818,67,47,4,M,Single,79.27369925,24-07-1980,24-07-1982
137204,37,16,4,F,Single,442.8171912,23-07-1980,23-07-1982
169562,17,0,4,M,Single,915.2129933,22-07-1980,22-07-1982
144813,58,41,4,F,Married,363.323362,21-07-1980,21-07-1982
136536,62,42,4,F,Single,369.6051975,20-07-1980,20-07-1982
152008,49,30,4,F,Married,322.5905582,19-07-1980,19-07-1982
122238,59,42,4,M,Married,138.4931379,18-07-1980,18-07-1982
109615,64,44,4,M,Single,338.9800943,17-07-1980,17-07-1982
153115,56,37,4,F,Married,169.6628918,16-07-1980,16-07-1982
151512,31,12,4,M,Married,563.0420952,15-07-1980,15-07-1982
105909,27,8,4,M,Single,383.975515,14-07-1980,14-07-1982
157229,64,47,4,F,Married,141.4576799,13-07-1980,13-07-1982
140215,25,8,4,F,Married,497.1707541,12-07-1980,12-07-1982
196053,25,7,4,F,Single,585.0701177,11-07-1980,11-07-1982
182958,65,44,4,M,Single,230.6718199,10-07-1980,10-07-1982
128683,19,1,4,F,Married,327.4433776,09-07-1980,09-07-1982
101713,41,24,4,M,Single,550.4005101,08-07-1980,08-07-1982
135552,65,44,4,M,Married,309.7591136,07-07-1980,07-07-1982
113770,68,47,4,F,Single,133.9413601,06-07-1980,06-07-1982
120912,50,30,4,F,Single,298.1695747,05-07-1980,05-07-1982
109678,40,22,4,M,Married,530.8373756,04-07-1980,04-07-1982
149615,22,3,4,F,Married,485.7020951,03-07-1980,03-07-1982
134731,32,12,4,M,Single,626.0486157,02-07-1980,02-07-1982
143519,46,28,4,F,Single,361.7241882,01-07-1980,01-07-1982
176351,22,5,4,M,Married,409.7724218,30-06-1980,30-06-1982
186600,64,47,4,F,Single,448.5428067,29-06-1980,29-06-1982
193876,42,23,4,F,Single,650.1712786,28-06-1980,28-06-1982
148840,61,42,4,F,Married,300.4728614,27-06-1980,27-06-1982
192270,41,23,4,F,Married,358.8415152,26-06-1980,26-06-1982
134377,20,3,4,F,Single,396.1260471,25-06-1980,25-06-1982
195171,43,22,4,M,Married,355.3785351,24-06-1980,24-06-1982
140254,21,4,4,F,Single,287.4566621,23-06-1980,23-06-1982
155059,66,45,4,F,Single,505.5540679,22-06-1980,22-06-1982
134545,24,5,4,M,Married,522.5298648,21-06-1980,21-06-1982
162923,29,11,4,F,Single,304.4703177,20-06-1980,20-06-1982
101274,31,12,4,F,Single,399.3725433,19-06-1980,19-06-1982
126663,20,2,4,F,Married,278.7454211,18-06-1980,18-06-1982
130933,67,48,4,M,Married,186.993559,17-06-1980,17-06-1982
192726,66,45,4,M,Single,201.3255307,16-06-1980,16-06-1982
147179,26,6,4,F,Single,364.0440382,15-06-1980,15-06-1982
142100,22,3,4,F,Married,292.3054943,14-06-1980,14-06-1982
129155,59,41,4,M,Married,314.4598733,13-06-1980,13-06-1982
113622,31,13,4,F,Married,489.0028192,12-06-1980,12-06-1982
140050,63,43,4,F,Married,81.22172776,11-06-1980,11-06-1982
120790,35,16,4,M,Married,361.6928031,10-06-1980,10-06-1982
154559,31,11,4,F,Single,218.2384338,09-06-1980,09-06-1982
160743,22,5,4,M,Single,437.2300123,08-06-1980,08-06-1982
120717,56,37,4,M,Single,407.2254318,07-06-1980,07-06-1982
171120,16,0,4,F,Single,669.4806249,06-06-1980,06-06-1982
129054,34,14,4,M,Single,499.7077501,05-06-1980,05-06-1982
101900,23,5,4,F,Single,820.2508634,04-06-1980,04-06-1982
172244,16,0,4,F,Single,792.9503309,03-06-1980,03-06-1982
115986,16,0,4,F,Single,621.2361814,02-06-1980,02-06-1982
176541,33,12,4,F,Married,538.0784879,01-06-1980,01-06-1982
186812,36,19,4,F,Single,783.342,31-05-1980,31-05-1982
174256,52,34,4,M,Single,445.1230469,30-05-1980,30-05-1982
169973,43,26,4,F,Single,373.7273369,29-05-1980,29-05-1982
163281,68,51,4,F,Married,149.7620467,28-05-1980,28-05-1982
183306,58,37,4,M,Married,248.2583182,27-05-1980,27-05-1982
109807,31,11,4,M,Married,552.5747807,26-05-1980,26-05-1982
134171,47,29,4,M,Single,415.0184049,25-05-1980,25-05-1982
114186,18,0,4,M,Single,686.9093288,24-05-1980,24-05-1982
164859,68,51,4,F,Married,62.36394588,23-05-1980,23-05-1982
197153,66,47,4,F,Single,237.6114904,22-05-1980,22-05-1982
197244,55,34,4,F,Single,337.3539515,21-05-1980,21-05-1982
143609,42,25,4,F,Single,357.7458818,20-05-1980,20-05-1982
113171,35,18,4,M,Married,380.9647394,19-05-1980,19-05-1982
167244,48,27,4,M,Single,721.3954283,18-05-1980,18-05-1982
187051,65,44,4,M,Married,209.0290624,17-05-1980,17-05-1982
113718,18,0,4,M,Married,430.7125121,16-05-1980,16-05-1982
112727,66,47,4,F,Married,34.54813739,15-05-1980,15-05-1982
100458,22,5,4,F,Single,257.9823303,14-05-1980,14-05-1982
139123,33,15,4,F,Married,339.2867738,13-05-1980,13-05-1982
119095,63,43,4,F,Single,347.4387209,12-05-1980,12-05-1982
108466,20,3,4,M,Single,839.3059837,11-05-1980,11-05-1982
112670,64,46,4,M,Married,187.4899744,10-05-1980,10-05-1982
112823,31,11,4,M,Married,166.4256636,09-05-1980,09-05-1982
160664,20,1,4,F,Married,442.7993053,08-05-1980,08-05-1982
106404,34,16,4,F,Married,313.1482523,07-05-1980,07-05-1982
133706,65,48,4,F,Married,319.7444939,06-05-1980,06-05-1982
155863,50,33,4,F,Married,446.7192461,05-05-1980,05-05-1982
169962,55,35,4,M,Single,377.1115577,04-05-1980,04-05-1982
195762,61,44,4,M,Married,264.600332,03-05-1980,03-05-1982
115364,25,7,4,F,Single,383.1214308,02-05-1980,02-05-1982
133077,62,44,4,M,Single,37.67848475,01-05-1980,01-05-1982
133995,68,50,4,F,Single,120.26212,30-04-1980,30-04-1982
102110,62,44,4,M,Single,183.0472726,29-04-1980,29-04-1982
141558,17,0,4,F,Married,336.3312774,28-04-1980,28-04-1982
108833,29,12,4,F,Married,175.8800322,27-04-1980,27-04-1982
139509,65,47,4,M,Married,175.020681,26-04-1980,26-04-1982
170850,16,0,4,M,Single,400.6040559,25-04-1980,25-04-1982
139786,61,44,4,M,Married,257.3348853,24-04-1980,24-04-1982
118179,59,38,4,M,Single,439.1049171,23-04-1980,23-04-1982
132925,49,30,4,M,Single,492.2416352,22-04-1980,22-04-1982
180139,66,47,4,M,Single,65.60367336,21-04-1980,21-04-1982
199224,54,34,4,M,Married,338.5725101,20-04-1980,20-04-1982
159188,26,6,4,F,Married,341.9402652,19-04-1980,19-04-1982
124718,17,0,4,F,Single,253.4289936,18-04-1980,18-04-1982
170235,21,3,4,F,Married,335.4810806,17-04-1980,17-04-1982
157533,68,47,4,F,Single,131.3252517,16-04-1980,16-04-1982
113996,19,2,4,F,Single,393.5823167,15-04-1980,15-04-1982
118016,21,3,4,M,Single,739.08745,14-04-1980,14-04-1982
150761,64,46,4,F,Married,138.0756959,13-04-1980,13-04-1982
177816,63,44,4,M,Married,68.98139104,12-04-1980,12-04-1982
133124,19,0,4,M,Single,970.5309697,11-04-1980,11-04-1982
148887,42,23,4,F,Married,557.8448289,10-04-1980,10-04-1982
181684,60,40,4,F,Married,240.4557744,09-04-1980,09-04-1982
174466,61,42,4,M,Single,515.8096795,08-04-1980,08-04-1982
101286,53,34,4,M,Single,465.8402699,07-04-1980,07-04-1982
165095,36,16,4,F,Married,605.7083676,06-04-1980,06-04-1982
176960,17,0,4,M,Single,580.3361641,05-04-1980,05-04-1982
147350,58,40,4,M,Married,273.4724339,04-04-1980,04-04-1982
136266,20,3,4,M,Married,375.565844,03-04-1980,03-04-1982
144119,34,17,4,F,Married,296.6095431,02-04-1980,02-04-1982
147006,20,2,4,F,Single,519.3969085,01-04-1980,01-04-1982
114715,50,31,4,M,Single,389.4203675,31-03-1980,31-03-1982
198799,65,45,4,M,Married,332.9091596,30-03-1980,30-03-1982
155018,35,15,4,F,Married,275.9957072,29-03-1980,29-03-1982
158103,69,51,4,M,Married,268.6879041,28-03-1980,28-03-1982
133972,23,6,4,F,Married,337.2515171,27-03-1980,27-03-1982
157705,62,45,4,M,Single,227.5972038,26-03-1980,26-03-1982
101508,41,24,4,M,Married,340.9718103,25-03-1980,25-03-1982
179034,24,7,4,F,Single,593.7551538,24-03-1980,24-03-1982
145978,64,44,4,F,Married,74.89958368,23-03-1980,23-03-1982
193424,32,15,4,M,Married,351.5053283,22-03-1980,22-03-1982
170066,21,2,4,F,Married,413.9059865,21-03-1980,21-03-1982
159635,25,7,4,F,Single,779.3304797,20-03-1980,20-03-1982
193305,25,8,4,F,Married,205.7232741,19-03-1980,19-03-1982
117702,63,43,4,M,Married,273.4975821,18-03-1980,18-03-1982
117065,18,0,4,F,Single,728.8863497,17-03-1980,17-03-1982
154945,65,46,4,M,Single,248.5372686,16-03-1980,16-03-1982
181025,34,17,4,F,Single,464.8205543,15-03-1980,15-03-1982
176119,65,48,4,M,Single,418.7576737,14-03-1980,14-03-1982
100934,23,6,4,F,Single,275.9210759,13-03-1980,13-03-1982
145073,40,21,4,M,Single,404.4660495,12-03-1980,12-03-1982
193505,56,39,4,M,Single,296.0830274,11-03-1980,11-03-1982
147110,53,32,4,F,Married,291.7664483,10-03-1980,10-03-1982
189071,26,8,4,M,Single,428.2598359,09-03-1980,09-03-1982
193963,30,13,4,F,Married,135.7651654,08-03-1980,08-03-1982
184441,42,24,4,F,Single,383.158681,07-03-1980,07-03-1982
121118,20,1,4,M,Married,497.9847456,06-03-1980,06-03-1982
190024,58,37,4,F,Married,305.7425777,05-03-1980,05-03-1982
112760,23,6,4,M,Single,575.8389248,04-03-1980,04-03-1982
105859,25,7,4,M,Married,562.6906005,03-03-1980,03-03-1982
122545,19,1,4,M,Single,609.613509,02-03-1980,02-03-1982
191183,24,6,4,F,Married,290.0682866,01-03-1980,01-03-1982
109903,18,0,4,M,Single,1159.050397,29-02-1980,28-02-1982
175923,64,44,4,F,Single,202.9383455,28-02-1980,28-02-1982
113311,66,47,4,F,Married,124.7072547,27-02-1980,27-02-1982
170783,34,13,4,F,Single,257.1299028,26-02-1980,26-02-1982
177053,70,53,4,M,Single,154.5567899,25-02-1980,25-02-1982
137975,17,0,4,M,Married,197.5427324,24-02-1980,24-02-1982
178923,24,6,4,F,Married,140.4341427,23-02-1980,23-02-1982
122168,22,4,4,F,Single,530.3134314,22-02-1980,22-02-1982
183237,61,43,4,M,Married,43.22105671,21-02-1980,21-02-1982
183546,25,7,4,M,Single,311.9501958,20-02-1980,20-02-1982
122896,22,4,4,F,Married,319.535728,19-02-1980,19-02-1982
100976,24,5,4,M,Single,244.9397385,18-02-1980,18-02-1982
191318,60,41,4,M,Single,113.9536153,17-02-1980,17-02-1982
151376,22,4,4,M,Single,899.5962331,16-02-1980,16-02-1982
122508,59,42,4,F,Single,470.6478182,15-02-1980,15-02-1982
115060,29,12,4,M,Single,170.865496,14-02-1980,14-02-1982
151031,35,14,4,F,Married,241.0123441,13-02-1980,13-02-1982
103109,22,4,4,F,Single,292.7197131,12-02-1980,12-02-1982
177676,51,32,4,M,Married,276.6929005,11-02-1980,11-02-1982
133498,32,11,4,F,Married,328.5716508,10-02-1980,10-02-1982
113310,25,8,4,M,Single,446.4383494,09-02-1980,09-02-1982
125098,46,25,4,F,Single,461.5428561,08-02-1980,08-02-1982
195753,18,0,4,F,Single,561.3795472,07-02-1980,07-02-1982
144639,49,32,4,F,Single,200.1818598,06-02-1980,06-02-1982
166546,17,0,4,M,Married,213.8382363,05-02-1980,05-02-1982
156355,17,0,4,F,Single,848.1450321,04-02-1980,04-02-1982
112904,40,21,4,F,Married,214.3016717,03-02-1980,03-02-1982
146446,70,51,4,F,Single,24.13380504,02-02-1980,02-02-1982
167409,49,29,4,F,Married,353.4226679,01-02-1980,01-02-1982
177512,33,16,4,F,Single,427.6512446,31-01-1980,31-01-1982
161227,47,27,4,M,Single,843.3687661,30-01-1980,30-01-1982
198756,29,11,4,M,Married,392.5738636,29-01-1980,29-01-1982
181890,68,50,4,F,Married,123.2312106,28-01-1980,28-01-1982
166934,39,18,4,M,Single,715.2978066,27-01-1980,27-01-1982
162392,23,6,4,F,Single,390.7991057,26-01-1980,26-01-1982
163315,31,12,4,M,Married,525.0244159,25-01-1980,25-01-1982
197379,16,0,4,F,Married,361.4998505,24-01-1980,24-01-1982
199432,28,8,4,M,Single,783.2022589,23-01-1980,23-01-1982
136718,21,3,4,F,Single,737.9319218,22-01-1980,22-01-1982
150528,16,0,4,F,Married,360.2057426,21-01-1980,21-01-1982
147161,66,49,4,M,Single,146.8139734,20-01-1980,20-01-1982
118420,37,20,4,M,Single,434.701813,19-01-1980,19-01-1982
157731,23,4,4,M,Married,562.4550285,18-01-1980,18-01-1982
153696,63,44,4,M,Married,39.55406514,17-01-1980,17-01-1982
103561,61,43,4,F,Single,216.9190092,16-01-1980,16-01-1982
193275,38,18,4,M,Single,486.7611141,15-01-1980,15-01-1982
114783,55,35,4,F,Married,313.4504471,14-01-1980,14-01-1982
147880,63,42,4,M,Married,270.7254849,13-01-1980,13-01-1982
154000,21,4,4,M,Married,499.3441883,12-01-1980,12-01-1982
169461,60,43,4,F,Married,150.1278153,11-01-1980,11-01-1982
115714,20,2,4,F,Married,219.7389538,10-01-1980,10-01-1982
111160,18,1,4,F,Married,269.1023927,09-01-1980,09-01-1982
190560,24,7,4,F,Single,448.5008404,08-01-1980,08-01-1982
193616,47,27,4,F,Married,434.8229191,07-01-1980,07-01-1982
109212,61,42,4,F,Single,150.5963101,06-01-1980,06-01-1982
194673,70,49,4,M,Single,166.5562894,05-01-1980,05-01-1982
177319,50,33,4,F,Single,251.8672765,04-01-1980,04-01-1982
168668,70,50,4,F,Single,103.23583,03-01-1980,03-01-1982
188640,17,0,4,F,Single,293.4915586,02-01-1980,02-01-1982
151097,22,3,4,F,Single,379.3928765,01-01-1980,01-01-1982
168682,27,10,4,M,Married,404.6099493,31-12-1979,31-12-1981
125788,69,48,4,F,Single,26.80173728,30-12-1979,30-12-1981
128690,20,3,4,M,Single,872.0708925,29-12-1979,29-12-1981
119818,69,49,4,F,Single,136.3448607,28-12-1979,28-12-1981
167986,61,42,4,F,Married,149.3488157,27-12-1979,27-12-1981
111213,69,52,4,F,Single,78.78334759,26-12-1979,26-12-1981
128644,58,41,4,F,Married,316.4531916,25-12-1979,25-12-1981
125551,61,44,4,F,Married,114.302366,24-12-1979,24-12-1981
157122,66,48,4,M,Married,70.78413813,23-12-1979,23-12-1981
113142,39,22,4,F,Married,538.2692114,22-12-1979,22-12-1981
155769,32,13,4,F,Married,287.4991457,21-12-1979,21-12-1981
100664,21,4,4,F,Single,536.8296313,20-12-1979,20-12-1981
103938,18,0,4,M,Married,183.2227266,19-12-1979,19-12-1981
